model,ir.model.constraint,transient,False
no,field,type1,relation1,string1,type2,relation2,string2,required,source
1,create_uid,many2one,res.users,Created by,many2one,res.users,Created by,False,both
2,display_name,char,,Display Name,char,,Display Name,False,both
3,name,char,,Constraint,char,,Constraint,True,both
4,definition,char,,Definition,char,,Definition,False,both
5,__last_update,datetime,,Last Modified on,datetime,,Last Modified on,False,both
6,module,many2one,ir.module.module,Module,many2one,ir.module.module,Module,True,both
7,write_uid,many2one,res.users,Last Updated by,many2one,res.users,Last Updated by,False,both
8,write_date,datetime,,Last Updated on,datetime,,Write Date,False,both
9,create_date,datetime,,Created on,datetime,,Create Date,False,both
10,model,many2one,ir.model,Model,many2one,ir.model,Model,True,both
11,type,char,,Constraint Type,char,,Constraint Type,True,both
12,id,integer,,ID,integer,,ID,False,both
,,,,
13,date_update,datetime,,Update Date,,,,False,version 1
14,date_init,datetime,,Initialization Date,,,,False,version 1
,,,,
15,message,,,,char,,Message,False,version 2
,,,,
,,,,
