model,account.account.type,transient,False
no,field,type1,relation1,string1,type2,relation2,string2,required,source
1,create_uid,many2one,res.users,Created by,many2one,res.users,Created by,False,both
2,display_name,char,,Display Name,char,,Display Name,False,both
3,name,char,,Account Type,char,,Account Type,True,both
4,__last_update,datetime,,Last Modified on,datetime,,Last Modified on,False,both
5,write_uid,many2one,res.users,Last Updated by,many2one,res.users,Last Updated by,False,both
6,note,text,,Description,text,,Description,False,both
7,write_date,datetime,,Last Updated on,datetime,,Last Updated on,False,both
8,create_date,datetime,,Created on,datetime,,Created on,False,both
9,include_initial_balance,boolean,,Bring Accounts Balance Forward,boolean,,Bring Accounts Balance Forward,False,both
10,type,selection,,Type,selection,,Type,True,both
11,id,integer,,ID,integer,,ID,False,both
,,,,
,,,,
12,internal_group,,,,selection,,Internal Group,True,version 2
,,,,
,,,,
