model;portal.wizard;transient;True
no;field;type1;relation1;string1;type2;relation2;string2;required;source
1;create_uid;many2one;res.users;Created by;many2one;res.users;Created by;False;both
2;display_name;char;;Display Name;char;;Display Name;False;both
3;__last_update;datetime;;Last Modified on;datetime;;Last Modified on;False;both
4;welcome_message;text;;Invitation Message;text;;Invitation Message;False;both
5;write_uid;many2one;res.users;Last Updated by;many2one;res.users;Last Updated by;False;both
6;user_ids;one2many;portal.wizard.user;Users;one2many;portal.wizard.user;Users;False;both
7;write_date;datetime;;Last Updated on;datetime;;Last Updated on;False;both
8;create_date;datetime;;Created on;datetime;;Created on;False;both
9;id;integer;;ID;integer;;ID;False;both
;;;;
10;portal_id;many2one;res.groups;Portal;;;;True;version 1
;;;;
;;;;
;;;;
