model,base.language.export,transient,True
no,field,type1,relation1,string1,type2,relation2,string2,required,source
1,lang,selection,,Language,selection,,Language,True,both
2,create_uid,many2one,res.users,Created by,many2one,res.users,Created by,False,both
3,display_name,char,,Display Name,char,,Display Name,False,both
4,name,char,,File Name,char,,File Name,False,both
5,__last_update,datetime,,Last Modified on,datetime,,Last Modified on,False,both
6,format,selection,,File Format,selection,,File Format,True,both
7,modules,many2many,ir.module.module,Apps To Export,many2many,ir.module.module,Apps To Export,False,both
8,write_uid,many2one,res.users,Last Updated by,many2one,res.users,Last Updated by,False,both
9,state,selection,,State,selection,,State,False,both
10,write_date,datetime,,Last Updated on,datetime,,Last Updated on,False,both
11,create_date,datetime,,Created on,datetime,,Created on,False,both
12,data,binary,,File,binary,,File,False,both
13,id,integer,,ID,integer,,ID,False,both
,,,,
,,,,
,,,,
,,,,
