model;ir.sequence;transient;False
no;field;type1;relation1;string1;type2;relation2;string2;required;source
1;create_uid;many2one;res.users;Created by;many2one;res.users;Created by;False;both
2;code;char;;Sequence Code;char;;Sequence Code;False;both
3;display_name;char;;Display Name;char;;Display Name;False;both
4;name;char;;Name;char;;Name;True;both
5;number_next;integer;;Next Number;integer;;Next Number;True;both
6;__last_update;datetime;;Last Modified on;datetime;;Last Modified on;False;both
7;implementation;selection;;Implementation;selection;;Implementation;True;both
8;company_id;many2one;res.company;Company;many2one;res.company;Company;False;both
9;write_uid;many2one;res.users;Last Updated by;many2one;res.users;Last Updated by;False;both
10;padding;integer;;Sequence Size;integer;;Sequence Size;True;both
11;number_increment;integer;;Step;integer;;Step;True;both
12;prefix;char;;Prefix;char;;Prefix;False;both
13;date_range_ids;one2many;ir.sequence.date_range;Subsequences;one2many;ir.sequence.date_range;Subsequences;False;both
14;use_date_range;boolean;;Use subsequences per date_range;boolean;;Use subsequences per date_range;False;both
15;write_date;datetime;;Last Updated on;datetime;;Last Updated on;False;both
16;number_next_actual;integer;;Next Number;integer;;Actual Next Number;False;both
17;create_date;datetime;;Created on;datetime;;Created on;False;both
18;active;boolean;;Active;boolean;;Active;False;both
19;id;integer;;ID;integer;;ID;False;both
20;suffix;char;;Suffix;char;;Suffix;False;both
;;;;
;;;;
;;;;
;;;;
