model;base.language.import;transient;True
no;field;type1;relation1;string1;type2;relation2;string2;required;source
1;create_uid;many2one;res.users;Created by;many2one;res.users;Created by;False;both
2;code;char;;ISO Code;char;;ISO Code;True;both
3;display_name;char;;Display Name;char;;Display Name;False;both
4;name;char;;Language Name;char;;Language Name;True;both
5;__last_update;datetime;;Last Modified on;datetime;;Last Modified on;False;both
6;filename;char;;File Name;char;;File Name;True;both
7;write_date;datetime;;Last Updated on;datetime;;Last Updated on;False;both
8;create_date;datetime;;Created on;datetime;;Created on;False;both
9;write_uid;many2one;res.users;Last Updated by;many2one;res.users;Last Updated by;False;both
10;data;binary;;File;binary;;File;True;both
11;id;integer;;ID;integer;;ID;False;both
12;overwrite;boolean;;Overwrite Existing Terms;boolean;;Overwrite Existing Terms;False;both
;;;;
;;;;
;;;;
;;;;
