model;product.product;transient;False
no;field;type1;relation1;string1;type2;relation2;string2;required;source
1;code;char;;Internal Reference;char;;Reference;False;both
2;incoming_qty;float;;Incoming;float;;Incoming;False;both
3;standard_price;float;;Cost;float;;Cost;False;both
4;write_uid;many2one;res.users;Last Updated by;many2one;res.users;Last Updated by;False;both
5;display_name;char;;Display Name;char;;Display Name;False;both
6;route_from_categ_ids;many2many;stock.location.route;Category Routes;many2many;stock.location.route;Category Routes;False;both
7;company_id;many2one;res.company;Company;many2one;res.company;Company;False;both
8;rating_count;integer;;Rating count;integer;;Rating count;False;both
9;public_categ_ids;many2many;product.public.category;Website Product Category;many2many;product.public.category;Website Product Category;False;both
10;pricelist_id;many2one;product.pricelist;Pricelist;many2one;product.pricelist;Pricelist;False;both
11;bom_ids;one2many;mrp.bom;Bill of Materials;one2many;mrp.bom;Bill of Materials;False;both
12;warehouse_id;many2one;stock.warehouse;Warehouse;many2one;stock.warehouse;Warehouse;False;both
13;route_ids;many2many;stock.location.route;Routes;many2many;stock.location.route;Routes;False;both
14;reordering_max_qty;float;;Reordering max qty;float;;Reordering Max Qty;False;both
15;partner_ref;char;;Customer Ref;char;;Customer Ref;False;both
16;website_sequence;integer;;Website Sequence;integer;;Website Sequence;False;both
17;name;char;;Name;char;;Name;True;both
18;packaging_ids;one2many;product.packaging;Logistical Units;one2many;product.packaging;Product Packages;False;both
19;seller_ids;one2many;product.supplierinfo;Vendors;one2many;product.supplierinfo;Vendors;False;both
20;website_message_ids;one2many;mail.message;Website Comments;one2many;mail.message;Website Messages;False;both
21;accessory_product_ids;many2many;product.product;Accessory Products;many2many;product.product;Accessory Products;False;both
22;message_follower_ids;one2many;mail.followers;Followers;one2many;mail.followers;Followers;False;both
23;outgoing_qty;float;;Outgoing;float;;Outgoing;False;both
24;orderpoint_ids;one2many;stock.warehouse.orderpoint;Minimum Stock Rules;one2many;stock.warehouse.orderpoint;Minimum Stock Rules;False;both
25;create_date;datetime;;Created on;datetime;;Created on;False;both
26;weight;float;;Weight;float;;Weight;False;both
27;sequence;integer;;Sequence;integer;;Sequence;False;both
28;message_needaction;boolean;;Action Needed;boolean;;Action Needed;False;both
29;bom_count;integer;;# Bill of Material;integer;;# Bill of Material;False;both
30;attribute_line_ids;one2many;product.attribute.line;Product Attributes;one2many;product.template.attribute.line;Product Attributes;False;both
31;currency_id;many2one;res.currency;Currency;many2one;res.currency;Currency;False;both
32;description_purchase;text;;Purchase Description;text;;Purchase Description;False;both
33;stock_move_ids;one2many;stock.move;Stock move ids;one2many;stock.move;Stock Move;False;both
34;virtual_available;float;;Forecast Quantity;float;;Forecast Quantity;False;both
35;description_picking;text;;Description on Picking;text;;Description on Picking;False;both
36;product_tmpl_id;many2one;product.template;Product Template;many2one;product.template;Product Template;True;both
37;message_unread_counter;integer;;Unread Messages Counter;integer;;Unread Messages Counter;False;both
38;barcode;char;;Barcode;char;;Barcode;False;both
39;active;boolean;;Active;boolean;;Active;False;both
40;product_variant_count;integer;;# Product Variants;integer;;# Product Variants;False;both
41;lst_price;float;;Sale Price;float;;Public Price;False;both
42;reordering_min_qty;float;;Reordering min qty;float;;Reordering Min Qty;False;both
43;message_unread;boolean;;Unread Messages;boolean;;Unread Messages;False;both
44;message_needaction_counter;integer;;Number of Actions;integer;;Number of Actions;False;both
45;list_price;float;;Sale Price;float;;Sales Price;False;both
46;color;integer;;Color Index;integer;;Color Index;False;both
47;purchase_line_warn_msg;text;;Message for Purchase Order Line;text;;Message for Purchase Order Line;False;both
