model;product.supplierinfo;transient;False
no;field;type1;relation1;string1;type2;relation2;string2;required;source
1;create_uid;many2one;res.users;Created by;many2one;res.users;Created by;False;both
2;display_name;char;;Display Name;char;;Display Name;False;both
3;name;many2one;res.partner;Vendor;many2one;res.partner;Vendor;True;both
4;product_uom;many2one;product.uom;Vendor Unit of Measure;many2one;uom.uom;Unit of Measure;False;both
5;__last_update;datetime;;Last Modified on;datetime;;Last Modified on;False;both
6;date_end;date;;End Date;date;;End Date;False;both
7;date_start;date;;Start Date;date;;Start Date;False;both
8;sequence;integer;;Sequence;integer;;Sequence;False;both
9;company_id;many2one;res.company;Company;many2one;res.company;Company;False;both
10;write_uid;many2one;res.users;Last Updated by;many2one;res.users;Last Updated by;False;both
11;delay;integer;;Delivery Lead Time;integer;;Delivery Lead Time;True;both
12;currency_id;many2one;res.currency;Currency;many2one;res.currency;Currency;True;both
13;price;float;;Price;float;;Price;True;both
14;write_date;datetime;;Last Updated on;datetime;;Last Updated on;False;both
15;id;integer;;ID;integer;;ID;False;both
16;create_date;datetime;;Created on;datetime;;Created on;False;both
17;min_qty;float;;Minimal Quantity;float;;Quantity;True;both
18;product_code;char;;Vendor Product Code;char;;Vendor Product Code;False;both
19;product_tmpl_id;many2one;product.template;Product Template;many2one;product.template;Product Template;False;both
20;product_name;char;;Vendor Product Name;char;;Vendor Product Name;False;both
21;product_id;many2one;product.product;Product Variant;many2one;product.product;Product Variant;False;both
;;;;
;;;;
22;product_variant_count;;;;integer;;Variant Count;False;version 2
;;;;
;;;;
