model,ir.exports,transient,False
no,field,type1,relation1,string1,type2,relation2,string2,required,source
1,create_uid,many2one,res.users,Created by,many2one,res.users,Created by,False,both
2,resource,char,,Resource,char,,Resource,False,both
3,name,char,,Export Name,char,,Export Name,False,both
4,__last_update,datetime,,Last Modified on,datetime,,Last Modified on,False,both
5,write_uid,many2one,res.users,Last Updated by,many2one,res.users,Last Updated by,False,both
6,write_date,datetime,,Last Updated on,datetime,,Last Updated on,False,both
7,create_date,datetime,,Created on,datetime,,Created on,False,both
8,export_fields,one2many,ir.exports.line,Export ID,one2many,ir.exports.line,Export ID,False,both
9,id,integer,,ID,integer,,ID,False,both
10,display_name,char,,Display Name,char,,Display Name,False,both
,,,,
,,,,
,,,,
,,,,
