model,sale.banner,transient,False
no,field,type1,relation1,string1,type2,relation2,string2,required,source
1,create_uid,many2one,res.users,Created by,,,,False,version 1
2,display_name,char,,Display Name,,,,False,version 1
3,name,char,,Title,,,,False,version 1
4,__last_update,datetime,,Last Modified on,,,,False,version 1
5,product_public_categ_id,many2one,product.public.category,Product Public Category,,,,False,version 1
6,image,binary,,Image,,,,False,version 1
7,write_uid,many2one,res.users,Last Updated by,,,,False,version 1
8,product_template_ids,many2many,product.template,Product Template,,,,False,version 1
9,write_date,datetime,,Last Updated on,,,,False,version 1
10,create_date,datetime,,Created on,,,,False,version 1
11,id,integer,,ID,,,,False,version 1
,,,,
,,,,
