model,product.price_list,transient,True
no,field,type1,relation1,string1,type2,relation2,string2,required,source
1,create_uid,many2one,res.users,Created by,,,,False,version 1
2,display_name,char,,Display Name,,,,False,version 1
3,__last_update,datetime,,Last Modified on,,,,False,version 1
4,price_list,many2one,product.pricelist,PriceList,,,,True,version 1
5,write_uid,many2one,res.users,Last Updated by,,,,False,version 1
6,qty1,integer,,Quantity-1,,,,False,version 1
7,qty2,integer,,Quantity-2,,,,False,version 1
8,qty3,integer,,Quantity-3,,,,False,version 1
9,qty4,integer,,Quantity-4,,,,False,version 1
10,qty5,integer,,Quantity-5,,,,False,version 1
11,write_date,datetime,,Last Updated on,,,,False,version 1
12,create_date,datetime,,Created on,,,,False,version 1
13,id,integer,,ID,,,,False,version 1
,,,,
,,,,
