model;stock.fixed.putaway.strat;transient;False
no;field;type1;relation1;string1;type2;relation2;string2;required;source
1;create_uid;many2one;res.users;Created by;;;;False;version 1
2;display_name;char;;Display Name;;;;False;version 1
3;putaway_id;many2one;product.putaway;Put Away Method;;;;True;version 1
4;sequence;integer;;Priority;;;;False;version 1
5;__last_update;datetime;;Last Modified on;;;;False;version 1
6;write_uid;many2one;res.users;Last Updated by;;;;False;version 1
7;fixed_location_id;many2one;stock.location;Location;;;;True;version 1
8;write_date;datetime;;Last Updated on;;;;False;version 1
9;create_date;datetime;;Created on;;;;False;version 1
10;category_id;many2one;product.category;Product Category;;;;True;version 1
11;id;integer;;ID;;;;False;version 1
;;;;
;;;;
