model,expert.option,transient,False
no,field,type1,relation1,string1,type2,relation2,string2,required,source
1,create_uid,many2one,res.users,Created by,,,,False,version 1
2,display_name,char,,Display Name,,,,False,version 1
3,name,char,,Name,,,,False,version 1
4,sequence,integer,,Sequence,,,,False,version 1
5,__last_update,datetime,,Last Modified on,,,,False,version 1
6,next_condition_final,boolean,,Next is Final,,,,False,version 1
7,next_condition_id,many2one,expert.condition,Next Condition,,,,False,version 1
8,write_uid,many2one,res.users,Last Updated by,,,,False,version 1
9,write_date,datetime,,Last Updated on,,,,False,version 1
10,id,integer,,ID,,,,False,version 1
11,create_date,datetime,,Created on,,,,False,version 1
12,condition_id,many2one,expert.condition,Condition,,,,False,version 1
13,desc,text,,Description,,,,False,version 1
,,,,
,,,,
