model,stock.control.report,transient,False
no,field,type1,relation1,string1,type2,relation2,string2,required,source
1,qty_max_dke,float,,Qty Max DKE,,,,False,version 1
2,display_name,char,,Display Name,,,,False,version 1
3,name,char,,Label,,,,False,version 1
4,qty_min_dke,float,,Qty Min DKE,,,,False,version 1
5,qty_low_dke,float,,Qty Low DKE,,,,False,version 1
6,__last_update,datetime,,Last Modified on,,,,False,version 1
7,id,integer,,ID,,,,False,version 1
8,stock_status_dke,selection,,Stock Status,,,,False,version 1
9,value_dke,float,,Valuation DKE,,,,False,version 1
10,qty_high_dke,float,,Qty High DKE,,,,False,version 1
11,qty_dke,float,,Qty DKE,,,,False,version 1
12,product_id,many2one,product.product,Product,,,,False,version 1
,,,,
,,,,
