model,res.materi,transient,False
no,field,type1,relation1,string1,type2,relation2,string2,required,source
1,create_uid,many2one,res.users,Created by,,,,False,version 1
2,display_name,char,,Display Name,,,,False,version 1
3,name,char,,Name,,,,False,version 1
4,__last_update,datetime,,Last Modified on,,,,False,version 1
5,file_name,char,,File Name,,,,False,version 1
6,file_url,char,,File URL,,,,False,version 1
7,write_uid,many2one,res.users,Last Updated by,,,,False,version 1
8,is_premium,boolean,,For Premium Customer Only,,,,False,version 1
9,create_date,datetime,,Created on,,,,False,version 1
10,write_date,datetime,,Last Updated on,,,,False,version 1
11,file_binary,binary,,File Upload,,,,False,version 1
12,id,integer,,ID,,,,False,version 1
13,product_tmpl_ids,many2many,product.template,Products,,,,False,version 1
,,,,
,,,,
