model;workflow.transition;transient;False
no;field;type1;relation1;string1;type2;relation2;string2;required;source
1;create_uid;many2one;res.users;Created by;;;;False;version 1
2;display_name;char;;Display Name;;;;False;version 1
3;trigger_model;char;;Trigger Object;;;;False;version 1
4;__last_update;datetime;;Last Modified on;;;;False;version 1
5;signal;char;;Signal (Button Name);;;;False;version 1
6;sequence;integer;;Sequence;;;;False;version 1
7;write_uid;many2one;res.users;Last Updated by;;;;False;version 1
8;create_date;datetime;;Created on;;;;False;version 1
9;act_from;many2one;workflow.activity;Source Activity;;;;True;version 1
10;act_to;many2one;workflow.activity;Destination Activity;;;;True;version 1
11;write_date;datetime;;Last Updated on;;;;False;version 1
12;id;integer;;ID;;;;False;version 1
13;trigger_expr_id;char;;Trigger Expression;;;;False;version 1
14;group_id;many2one;res.groups;Group Required;;;;False;version 1
15;wkf_id;many2one;workflow;Workflow;;;;False;version 1
16;condition;char;;Condition;;;;True;version 1
;;;;
;;;;
