model,change.invoice.faktur,transient,True
no,field,type1,relation1,string1,type2,relation2,string2,required,source
1,create_uid,many2one,res.users,Created by,,,,False,version 1
2,display_name,char,,Display Name,,,,False,version 1
3,__last_update,datetime,,Last Modified on,,,,False,version 1
4,invoice_id,many2one,account.invoice,Invoices,,,,False,version 1
5,company_id,many2one,res.company,Company,,,,False,version 1
6,wizard_id,many2one,faktur.pajak.inv,Wizard,,,,True,version 1
7,type_faktur,selection,,Type,,,,False,version 1
8,faktur_id,many2one,nomor.faktur.pajak,Faktur Pajak,,,,False,version 1
9,write_date,datetime,,Last Updated on,,,,False,version 1
10,create_date,datetime,,Created on,,,,False,version 1
11,write_uid,many2one,res.users,Last Updated by,,,,False,version 1
12,type_invoice,selection,,Type,,,,False,version 1
13,id,integer,,ID,,,,False,version 1
,,,,
,,,,
