model,delivery.price.rule,transient,False
no,field,type1,relation1,string1,type2,relation2,string2,required,source
1,create_uid,many2one,res.users,Created by,,,,False,version 1
2,__last_update,datetime,,Last Modified on,,,,False,version 1
3,list_price,float,,Sale Price,,,,True,version 1
4,name,char,,Name,,,,False,version 1
5,sequence,integer,,Sequence,,,,True,version 1
6,max_value,float,,Maximum Value,,,,True,version 1
7,standard_price,float,,Cost Price,,,,True,version 1
8,carrier_id,many2one,delivery.carrier,Carrier,,,,True,version 1
9,write_uid,many2one,res.users,Last Updated by,,,,False,version 1
10,list_base_price,float,,Sale Base Price,,,,True,version 1
11,variable,selection,,Variable,,,,True,version 1
12,variable_factor,selection,,Variable Factor,,,,True,version 1
13,write_date,datetime,,Last Updated on,,,,False,version 1
14,operator,selection,,Operator,,,,True,version 1
15,create_date,datetime,,Created on,,,,False,version 1
16,id,integer,,ID,,,,False,version 1
17,display_name,char,,Display Name,,,,False,version 1
,,,,
,,,,
