model,account.online.wizard,transient,True
no,field,type1,relation1,string1,type2,relation2,string2,required,source
1,status,,,,selection,,Status,False,version 2
2,create_uid,,,,many2one,res.users,Created by,False,version 2
3,display_name,,,,char,,Display Name,False,version 2
4,transactions,,,,html,,Transactions,False,version 2
5,__last_update,,,,datetime,,Last Modified on,False,version 2
6,id,,,,integer,,ID,False,version 2
7,sync_date,,,,date,,Fetch transactions from,False,version 2
8,number_added,,,,integer,,Number Added,False,version 2
9,account_ids,,,,one2many,account.online.link.wizard,Synchronized accounts,False,version 2
10,write_date,,,,datetime,,Last Updated on,False,version 2
11,hide_table,,,,boolean,,Hide Table,False,version 2
12,create_date,,,,datetime,,Created on,False,version 2
13,message,,,,char,,Message,False,version 2
14,write_uid,,,,many2one,res.users,Last Updated by,False,version 2
15,method,,,,selection,,Method,False,version 2
,,,,
,,,,
