model,mrp.immediate.production.line,transient,True
no,field,type1,relation1,string1,type2,relation2,string2,required,source
1,create_uid,,,,many2one,res.users,Created by,False,version 2
2,display_name,,,,char,,Display Name,False,version 2
3,write_date,,,,datetime,,Last Updated on,False,version 2
4,__last_update,,,,datetime,,Last Modified on,False,version 2
5,to_immediate,,,,boolean,,To Process,False,version 2
6,write_uid,,,,many2one,res.users,Last Updated by,False,version 2
7,production_id,,,,many2one,mrp.production,Production,True,version 2
8,create_date,,,,datetime,,Created on,False,version 2
9,id,,,,integer,,ID,False,version 2
10,immediate_production_id,,,,many2one,mrp.immediate.production,Immediate Production,True,version 2
,,,,
,,,,
