model,followup.send,transient,True
no,field,type1,relation1,string1,type2,relation2,string2,required,source
1,create_uid,,,,many2one,res.users,Created by,False,version 2
2,display_name,,,,char,,Display Name,False,version 2
3,write_date,,,,datetime,,Last Updated on,False,version 2
4,__last_update,,,,datetime,,Last Modified on,False,version 2
5,write_uid,,,,many2one,res.users,Last Updated by,False,version 2
6,create_date,,,,datetime,,Created on,False,version 2
7,snailmail_cost,,,,float,,Stamp(s),False,version 2
8,letters_qty,,,,integer,,Number of letters,False,version 2
9,invalid_partner_ids,,,,many2many,res.partner,Invalid Addresses,False,version 2
10,invalid_addresses,,,,integer,,Invalid Addresses Count,False,version 2
11,partner_ids,,,,many2many,res.partner,Recipients,False,version 2
12,id,,,,integer,,ID,False,version 2
,,,,
,,,,
