model;sale.order.template.line;transient;False
no;field;type1;relation1;string1;type2;relation2;string2;required;source
1;create_uid;;;;many2one;res.users;Created by;False;version 2
2;sale_order_template_id;;;;many2one;sale.order.template;Quotation Template Reference;True;version 2
3;__last_update;;;;datetime;;Last Modified on;False;version 2
4;display_name;;;;char;;Display Name;False;version 2
5;product_id;;;;many2one;product.product;Product;False;version 2
6;sequence;;;;integer;;Sequence;False;version 2
7;product_uom_id;;;;many2one;uom.uom;Unit of Measure;False;version 2
8;product_uom_qty;;;;float;;Quantity;True;version 2
9;company_id;;;;many2one;res.company;Company;False;version 2
10;product_uom_category_id;;;;many2one;uom.category;Category;False;version 2
11;display_type;;;;selection;;Display Type;False;version 2
12;write_date;;;;datetime;;Last Updated on;False;version 2
13;create_date;;;;datetime;;Created on;False;version 2
14;write_uid;;;;many2one;res.users;Last Updated by;False;version 2
15;id;;;;integer;;ID;False;version 2
16;name;;;;text;;Description;True;version 2
;;;;
;;;;
