model;account.link.journal.line;transient;True
no;field;type1;relation1;string1;type2;relation2;string2;required;source
1;create_uid;;;;many2one;res.users;Created by;False;version 2
2;account_online_wizard_id;;;;many2one;account.link.journal;Account Online Wizard;False;version 2
3;display_name;;;;char;;Display Name;False;version 2
4;name;;;;char;;Account name;False;version 2
5;__last_update;;;;datetime;;Last Modified on;False;version 2
6;journal_statements_creation;;;;selection;;Synchronization frequency;True;version 2
7;journal_id;;;;many2one;account.journal;Journal;False;version 2
8;write_uid;;;;many2one;res.users;Last Updated by;False;version 2
9;currency_id;;;;many2one;res.currency;Currency;False;version 2
10;account_number;;;;char;;Account Number;False;version 2
11;write_date;;;;datetime;;Last Updated on;False;version 2
12;action;;;;selection;;Action;False;version 2
13;create_date;;;;datetime;;Created on;False;version 2
14;online_account_id;;;;many2one;account.online.account;Online Account;False;version 2
15;balance;;;;float;;Balance;False;version 2
16;id;;;;integer;;ID;False;version 2
;;;;
;;;;
