model,account.online.account,transient,False
no,field,type1,relation1,string1,type2,relation2,string2,required,source
1,create_uid,,,,many2one,res.users,Created by,False,version 2
2,account_data,,,,char,,Account Data,False,version 2
3,name,,,,char,,Account Name,False,version 2
4,__last_update,,,,datetime,,Last Modified on,False,version 2
5,company_id,,,,many2one,res.company,Company,False,version 2
6,online_identifier,,,,char,,Online Identifier,False,version 2
7,journal_ids,,,,one2many,account.journal,Journal,False,version 2
8,last_sync,,,,date,,Last synchronization,False,version 2
9,write_uid,,,,many2one,res.users,Last Updated by,False,version 2
10,create_date,,,,datetime,,Created on,False,version 2
11,account_number,,,,char,,Account Number,False,version 2
12,write_date,,,,datetime,,Last Updated on,False,version 2
13,display_name,,,,char,,Display Name,False,version 2
14,account_online_link_id,,,,many2one,account.online.link,Account Online Link,False,version 2
15,balance,,,,float,,Balance,False,version 2
16,id,,,,integer,,ID,False,version 2
,,,,
,,,,
