model,account_reports.export.wizard,transient,True
no,field,type1,relation1,string1,type2,relation2,string2,required,source
1,create_uid,,,,many2one,res.users,Created by,False,version 2
2,display_name,,,,char,,Display Name,False,version 2
3,export_format_ids,,,,many2many,account_reports.export.wizard.format,Export to,False,version 2
4,__last_update,,,,datetime,,Last Modified on,False,version 2
5,report_model,,,,char,,Report Model,True,version 2
6,write_uid,,,,many2one,res.users,Last Updated by,False,version 2
7,doc_name,,,,char,,Documents Name,False,version 2
8,write_date,,,,datetime,,Last Updated on,False,version 2
9,create_date,,,,datetime,,Created on,False,version 2
10,id,,,,integer,,ID,False,version 2
11,report_id,,,,integer,,Parent Report Id,True,version 2
,,,,
,,,,
