model,account.online.link.wizard,transient,True
no,field,type1,relation1,string1,type2,relation2,string2,required,source
1,create_uid,,,,many2one,res.users,Created by,False,version 2
2,account_online_wizard_id,,,,many2one,account.online.wizard,Account Online Wizard,False,version 2
3,display_name,,,,char,,Display Name,False,version 2
4,name,,,,char,,Account name,False,version 2
5,__last_update,,,,datetime,,Last Modified on,False,version 2
6,journal_statements_creation,,,,selection,,Synchronization frequency,False,version 2
7,journal_id,,,,many2one,account.journal,Journal,False,version 2
8,write_uid,,,,many2one,res.users,Last Updated by,False,version 2
9,account_number,,,,char,,Account Number,False,version 2
10,write_date,,,,datetime,,Last Updated on,False,version 2
11,action,,,,selection,,Action,False,version 2
12,create_date,,,,datetime,,Created on,False,version 2
13,online_account_id,,,,many2one,account.online.journal,Online Account,False,version 2
14,balance,,,,float,,Balance,False,version 2
15,id,,,,integer,,ID,False,version 2
,,,,
,,,,
