model,stock.warn.insufficient.qty.scrap,transient,True
no,field,type1,relation1,string1,type2,relation2,string2,required,source
1,create_uid,,,,many2one,res.users,Created by,False,version 2
2,display_name,,,,char,,Display Name,False,version 2
3,product_id,,,,many2one,product.product,Product,True,version 2
4,__last_update,,,,datetime,,Last Modified on,False,version 2
5,product_uom_name,,,,char,,Unit of Measure,True,version 2
6,write_uid,,,,many2one,res.users,Last Updated by,False,version 2
7,scrap_id,,,,many2one,stock.scrap,Scrap,False,version 2
8,quant_ids,,,,many2many,stock.quant,Quant,False,version 2
9,write_date,,,,datetime,,Last Updated on,False,version 2
10,create_date,,,,datetime,,Created on,False,version 2
11,location_id,,,,many2one,stock.location,Location,True,version 2
12,id,,,,integer,,ID,False,version 2
13,quantity,,,,float,,Quantity,True,version 2
,,,,
,,,,
