model;product.template.attribute.exclusion;transient;False
no;field;type1;relation1;string1;type2;relation2;string2;required;source
1;create_uid;;;;many2one;res.users;Created by;False;version 2
2;display_name;;;;char;;Display Name;False;version 2
3;__last_update;;;;datetime;;Last Modified on;False;version 2
4;value_ids;;;;many2many;product.template.attribute.value;Attribute Values;False;version 2
5;write_uid;;;;many2one;res.users;Last Updated by;False;version 2
6;product_tmpl_id;;;;many2one;product.template;Product Template;True;version 2
7;write_date;;;;datetime;;Last Updated on;False;version 2
8;create_date;;;;datetime;;Created on;False;version 2
9;product_template_attribute_value_id;;;;many2one;product.template.attribute.value;Attribute Value;False;version 2
10;id;;;;integer;;ID;False;version 2
;;;;
;;;;
